cbsa,display_name,display_name_full,slug,state_full,lat,lon,description
41940,"San Jose, CA","San Jose, California",san-jose-california,California,37.2960112,-121.8145519,A major city of about 2 million people an hour southeast of San Francisco.
47260,"Virginia Beach, VA","Virginia Beach, Virginia",virginia-beach-virginia,Virginia,36.7791127,-76.0284501,A major city of about 1.8 million people in Virginia.
39300,"Providence, RI","Providence, Rhode Island",providence-rhode-island,Rhode Island,41.8230558,-71.4187841,A major city of about 1.7 million people an hour southwest of Boston.
27260,"Jacksonville, FL","Jacksonville, Florida",jacksonville-florida,Florida,30.3359137,-81.6617622,A major city of about 1.7 million people about three hours north of Orlando.
33340,"Milwaukee, WI","Milwaukee, Wisconsin",milwaukee-wisconsin,Wisconsin,43.0633484,-87.9666952,A major city of about 1.6 million people an hour and a half north of Chicago.
39580,"Raleigh, NC","Raleigh, North Carolina",raleigh-north-carolina,North Carolina,35.8314561,-78.6395585,A major city of about 1.5 million people about three hours east of Charlotte.
36420,"Oklahoma City, OK","Oklahoma City, Oklahoma",oklahoma-city-oklahoma,Oklahoma,35.4670795,-97.5136565,A major city of about 1.5 million people in Oklahoma.
31140,"Louisville/Jefferson County, KY","Louisville/Jefferson County, Kentucky",louisville-jefferson-county-kentucky,Kentucky,38.224692,-85.7410672,A major city of about 1.4 million people two hours southwest of Cincinnati.
32820,"Memphis, TN","Memphis, Tennessee",memphis-tennessee,Tennessee,35.1091639,-89.9685113,A major city of about 1.3 million people in Tennessee.
40060,"Richmond, VA","Richmond, Virginia",richmond-virginia,Virginia,37.531399,-77.4760085,A major city of about 1.3 million people two hours south of Washington.
41620,"Salt Lake City, UT","Salt Lake City, Utah",salt-lake-city-utah,Utah,40.7753661,-111.927266,A major city of about 1.3 million people in Utah.
13820,"Birmingham, AL","Birmingham, Alabama",birmingham-alabama,Alabama,33.5271744,-86.7970356,A major city of about 1.2 million people about three hours west of Atlanta.
23420,"Fresno, CA","Fresno, California",fresno-california,California,36.7826971,-119.7961839,A major city of about 1.2 million people two hours east of San Jose.
24340,"Grand Rapids, MI","Grand Rapids, Michigan",grand-rapids-michigan,Michigan,42.961156,-85.6555701,A major city of about 1.2 million people about three hours northeast of Chicago.
15380,"Buffalo, NY","Buffalo, New York",buffalo-new-york,New York,42.8924919,-78.8596862,A major city of about 1.2 million people in New York.
25540,"Hartford, CT","Hartford, Connecticut",hartford-connecticut,Connecticut,41.7659331,-72.6815789,A college town of about 1.2 million people two hours southwest of Boston.
46060,"Tucson, AZ","Tucson, Arizona",tucson-arizona,Arizona,32.1528306,-110.8707504,A major city of about 1.1 million people two hours southeast of Phoenix.
40380,"Rochester, NY","Rochester, New York",rochester-new-york,New York,43.1699272,-77.6168907,A major city of about 1.1 million people in New York.
46140,"Tulsa, OK","Tulsa, Oklahoma",tulsa-oklahoma,Oklahoma,36.1279488,-95.9023162,A major city of about 1 million people in Oklahoma.
46520,"Honolulu, HI","Honolulu, Hawaii",honolulu-hawaii,Hawaii,21.324347,-157.8476402,A major city of about 1 million people in Hawaii.
36540,"Omaha, NE","Omaha, Nebraska",omaha-nebraska,Nebraska,41.2640133,-96.0564963,A city of about 1 million people in Nebraska.
35380,"New Orleans, LA","New Orleans, Louisiana",new-orleans-louisiana,Louisiana,30.0528765,-89.9345018,A city of about 1 million people in Louisiana.
24860,"Greenville, SC","Greenville, South Carolina",greenville-south-carolina,South Carolina,34.8369021,-82.362997,A city of about 1 million people an hour and a half west of Charlotte.
14860,"Bridgeport, CT","Bridgeport, Connecticut",bridgeport-connecticut,Connecticut,41.1873933,-73.1957567,A city of about 1 million people an hour northeast of New York.
28940,"Knoxville, TN","Knoxville, Tennessee",knoxville-tennessee,Tennessee,35.9706805,-83.9492703,"A city of about 950,000 people about three hours east of Nashville."
10740,"Albuquerque, NM","Albuquerque, New Mexico",albuquerque-new-mexico,New Mexico,35.1047797,-106.6468093,"A city of about 900,000 people in New Mexico."
12540,"Bakersfield, CA","Bakersfield, California",bakersfield-california,California,35.3531741,-119.0378785,"A city of about 900,000 people two hours north of Los Angeles."
10580,"Albany, NY","Albany, New York",albany-new-york,New York,42.6657453,-73.7983532,"A city of about 900,000 people about three hours northwest of Providence."
32580,"McAllen, TX","McAllen, Texas",mcallen-texas,Texas,26.2249657,-98.246083,"A city of about 900,000 people in Texas."
35840,"North Port, FL","North Port, Florida",north-port-florida,Florida,27.350658449999997,-82.40679695,"A city of about 900,000 people an hour south of Tampa."
12940,"Baton Rouge, LA","Baton Rouge, Louisiana",baton-rouge-louisiana,Louisiana,30.4404433,-91.1331665,"A city of about 850,000 people in Louisiana."
21340,"El Paso, TX","El Paso, Texas",el-paso-texas,Texas,31.8477804,-106.4311055,"A city of about 900,000 people in Texas."
10900,"Allentown, PA","Allentown, Pennsylvania",allentown-pennsylvania,Pennsylvania,40.5936476,-75.4783928,"A city of about 850,000 people an hour northwest of Philadelphia."
49340,"Worcester, MA","Worcester, Massachusetts",worcester-massachusetts,Massachusetts,42.2694781,-71.8077831,"A city of about 850,000 people an hour northwest of Providence."
17900,"Columbia, SC","Columbia, South Carolina",columbia-south-carolina,South Carolina,34.0403258,-80.8980712,"A city of about 850,000 people an hour and a half south of Charlotte."
37100,"Oxnard, CA","Oxnard, California",oxnard-california,California,34.1994364,-119.2075154,"A city of about 850,000 people an hour west of Los Angeles."
16700,"Charleston, SC","Charleston, South Carolina",charleston-south-carolina,South Carolina,32.828017,-79.9728961,"A city of about 850,000 people in South Carolina."
15980,"Cape Coral, FL","Cape Coral, Florida",cape-coral-florida,Florida,26.6431921,-81.9973643,"A city of about 800,000 people two hours south of Tampa."
19430,"Dayton, OH","Dayton, Ohio",dayton-ohio,Ohio,39.7847429,-84.1996322,"A city of about 800,000 people an hour north of Cincinnati."
14260,"Boise City, ID","Boise City, Idaho",boise-city-idaho,Idaho,43.5980503,-116.2315964,"A city of about 800,000 people in Idaho."
44700,"Stockton, CA","Stockton, California",stockton-california,California,37.9765533,-121.3085983,"A city of about 800,000 people an hour south of Sacramento."
29460,"Lakeland, FL","Lakeland, Florida",lakeland-florida,Florida,28.0554961,-81.9547721,"A city of about 800,000 people half an hour east of Tampa."
24660,"Greensboro, NC","Greensboro, North Carolina",greensboro-north-carolina,North Carolina,36.0948502,-79.8236236,"A city of about 800,000 people an hour and a half west of Raleigh."
17820,"Colorado Springs, CO","Colorado Springs, Colorado",colorado-springs-colorado,Colorado,38.8672553,-104.760749,"A city of about 750,000 people an hour south of Denver."
30780,"Little Rock, AR","Little Rock, Arkansas",little-rock-arkansas,Arkansas,34.7232181,-92.3562643,"A city of about 750,000 people about three hours west of Memphis."
19780,"Des Moines, IA","Des Moines, Iowa",des-moines-iowa,Iowa,41.5725898,-93.6102428,"A city of about 750,000 people in Iowa."
39340,"Provo, UT","Provo, Utah",provo-utah,Utah,40.2453116,-111.6450565,"A college town of about 700,000 people an hour south of Salt Lake City."
19660,"Deltona, FL","Deltona, Florida",deltona-florida,Florida,28.9051205,-81.2109776,"A city of about 700,000 people half an hour north of Orlando."
28880,"Kiryas Joel, NY","Kiryas Joel, New York",kiryas-joel-new-york,New York,41.3390099,-74.1669411,"A city of about 700,000 people an hour north of New York."
10420,"Akron, OH","Akron, Ohio",akron-ohio,Ohio,41.0804559,-81.5214295,"A city of about 700,000 people half an hour south of Cleveland."
31540,"Madison, WI","Madison, Wisconsin",madison-wisconsin,Wisconsin,43.0878147,-89.4298563,"A college town of about 700,000 people an hour and a half west of Milwaukee."
49180,"Winston, NC","Winston, North Carolina",winston-north-carolina,North Carolina,36.1028627,-80.2608286,"A city of about 700,000 people an hour and a half northeast of Charlotte."
45060,"Syracuse, NY","Syracuse, New York",syracuse-new-york,New York,43.04126,-76.1432118,"A college town of about 650,000 people an hour and a half east of Rochester."
36260,"Ogden, UT","Ogden, Utah",ogden-utah,Utah,41.2283911,-111.9681469,"A city of about 650,000 people half an hour north of Salt Lake City."
48620,"Wichita, KS","Wichita, Kansas",wichita-kansas,Kansas,37.6893435,-97.3483526,"A city of about 650,000 people about three hours northwest of Tulsa."
37340,"Palm Bay, FL","Palm Bay, Florida",palm-bay-florida,Florida,27.9545799,-80.6652963,"A city of about 650,000 people an hour southeast of Orlando."
12260,"Augusta, GA","Augusta, Georgia",augusta-georgia,Georgia,33.48787673333333,-81.98583866666667,"A city of about 600,000 people two hours south of Greenville."
27140,"Jackson, MS","Jackson, Mississippi",jackson-mississippi,Mississippi,32.315834,-90.2128502,"A city of about 600,000 people in Mississippi."
25420,"Harrisburg, PA","Harrisburg, Pennsylvania",harrisburg-pennsylvania,Pennsylvania,40.2758906,-76.8850199,"A city of about 600,000 people an hour and a half north of Baltimore."
45780,"Toledo, OH","Toledo, Ohio",toledo-ohio,Ohio,41.664071,-83.5818608,"A city of about 600,000 people an hour southwest of Detroit."
20500,"Durham, NC","Durham, North Carolina",durham-north-carolina,North Carolina,35.9779278,-78.8981088,"A college town of about 600,000 people half an hour northwest of Raleigh."
44060,"Spokane, WA","Spokane, Washington",spokane-washington,Washington,47.6669347,-117.433322,"A city of about 600,000 people in Washington."
22220,"Fayetteville, AR","Fayetteville, Arkansas",fayetteville-arkansas,Arkansas,36.0714508,-94.1666787,"A city of about 600,000 people two hours east of Tulsa."
16860,"Chattanooga, TN","Chattanooga, Tennessee",chattanooga-tennessee,Tennessee,35.065958,-85.248386,"A city of about 600,000 people two hours southwest of Knoxville."
35300,"New Haven, CT","New Haven, Connecticut",new-haven-connecticut,Connecticut,41.3108088,-72.924953,"A college town of about 550,000 people half an hour northeast of Bridgeport."
42540,"Scranton, PA","Scranton, Pennsylvania",scranton-pennsylvania,Pennsylvania,41.4041516,-75.6659531,"A city of about 550,000 people an hour north of Allentown."
39900,"Reno, NV","Reno, Nevada",reno-nevada,Nevada,39.549097,-119.8499069,"A city of about 550,000 people two hours northeast of Sacramento."
38860,"Portland, ME","Portland, Maine",portland-maine,Maine,43.6331574,-70.1853051,"A city of about 550,000 people two hours northeast of Boston."
29540,"Lancaster, PA","Lancaster, Pennsylvania",lancaster-pennsylvania,Pennsylvania,40.0420608,-76.3009901,"A city of about 550,000 people an hour north of Baltimore."
33700,"Modesto, CA","Modesto, California",modesto-california,California,37.6375332,-121.0030494,"A city of about 550,000 people an hour northeast of San Jose."
37860,"Pensacola, FL","Pensacola, Florida",pensacola-florida,Florida,30.4409891,-87.1912416,"A city of about 550,000 people in Florida."
38940,"Port St. Lucie, FL","Port St. Lucie, Florida",port-st-lucie-florida,Florida,27.2805537,-80.3882609,"A city of about 500,000 people two hours southeast of Orlando."
30460,"Lexington, KY","Lexington, Kentucky",lexington-kentucky,Kentucky,38.0406383,-84.4582383,"A college town of about 500,000 people an hour and a half east of Louisville/Jefferson County."
26620,"Huntsville, AL","Huntsville, Alabama",huntsville-alabama,Alabama,34.6887404,-86.6750752,"A city of about 500,000 people an hour and a half north of Birmingham."
28660,"Killeen, TX","Killeen, Texas",killeen-texas,Texas,31.0752731,-97.7316166,"A city of about 500,000 people an hour north of Austin."
44180,"Springfield, MO","Springfield, Missouri",springfield-missouri,Missouri,37.1953372,-93.292363,"A college town of about 500,000 people about three hours southeast of Kansas City."
42220,"Santa Rosa, CA","Santa Rosa, California",santa-rosa-california,California,38.4458238,-122.7061814,"A city of about 500,000 people an hour north of San Francisco."
47300,"Visalia, CA","Visalia, California",visalia-california,California,36.3292103,-119.3269835,"A city of about 500,000 people an hour southeast of Fresno."
29620,"Lansing, MI","Lansing, Michigan",lansing-michigan,Michigan,42.7143412,-84.5608887,"A college town of about 450,000 people an hour east of Grand Rapids."
49620,"York, PA","York, Pennsylvania",york-pennsylvania,Pennsylvania,39.9217514,-76.7288887,"A city of about 450,000 people an hour north of Baltimore."
44140,"Springfield, MA","Springfield, Massachusetts",springfield-massachusetts,Massachusetts,42.115454,-72.5399783,"A city of about 450,000 people half an hour north of Hartford."
23060,"Fort Wayne, IN","Fort Wayne, Indiana",fort-wayne-indiana,Indiana,41.0881934,-85.1427915,"A city of about 450,000 people two hours northwest of Dayton."
47930,"Waterbury, CT","Waterbury, Connecticut",waterbury-connecticut,Connecticut,41.5189311,-73.0879059,"A city of about 450,000 people half an hour north of Bridgeport."
48900,"Wilmington, NC","Wilmington, North Carolina",wilmington-north-carolina,North Carolina,34.209225,-77.8857671,"A city of about 450,000 people two hours south of Raleigh."
46700,"Vallejo, CA","Vallejo, California",vallejo-california,California,38.1069086,-122.2623386,"A city of about 450,000 people half an hour northeast of San Francisco."
18580,"Corpus Christi, TX","Corpus Christi, Texas",corpus-christi-texas,Texas,27.7542524,-97.1733853,"A city of about 450,000 people two hours northeast of McAllen."
42200,"Santa Maria, CA","Santa Maria, California",santa-maria-california,California,34.9330764,-120.443559,"A college town of about 450,000 people an hour and a half west of Bakersfield."
41420,"Salem, OR","Salem, Oregon",salem-oregon,Oregon,44.9238996,-123.0230068,"A city of about 450,000 people an hour southwest of Portland."
41500,"Salinas, CA","Salinas, California",salinas-california,California,36.6902168,-121.6337934,"A city of about 450,000 people an hour south of San Jose."
39740,"Reading, PA","Reading, Pennsylvania",reading-pennsylvania,Pennsylvania,40.33922,-75.9262773,"A city of about 450,000 people half an hour southwest of Allentown."
49660,"Youngstown, OH","Youngstown, Ohio",youngstown-ohio,Ohio,41.099095,-80.6459017,"A city of about 450,000 people an hour east of Akron."
31700,"Manchester, NH","Manchester, New Hampshire",manchester-new-hampshire,New Hampshire,42.9849406,-71.4441315,"A city of about 450,000 people an hour northwest of Boston."
15180,"Brownsville, TX","Brownsville, Texas",brownsville-texas,Texas,25.9894042,-97.4806255,"A city of about 450,000 people an hour east of McAllen."
25060,"Gulfport, MS","Gulfport, Mississippi",gulfport-mississippi,Mississippi,30.4194872,-89.069022,"A city of about 400,000 people an hour northeast of New Orleans."
42340,"Savannah, GA","Savannah, Georgia",savannah-georgia,Georgia,32.0124573,-81.1941568,"A city of about 400,000 people an hour and a half southwest of Charleston."
11700,"Asheville, NC","Asheville, North Carolina",asheville-north-carolina,North Carolina,35.5709722,-82.5527255,"A city of about 400,000 people an hour north of Greenville."
29180,"Lafayette, LA","Lafayette, Louisiana",lafayette-louisiana,Louisiana,30.2069887,-92.0288729,"A city of about 400,000 people an hour west of Baton Rouge."
33660,"Mobile, AL","Mobile, Alabama",mobile-alabama,Alabama,30.6682457,-88.1078526,"A city of about 400,000 people two hours east of New Orleans."
22420,"Flint, MI","Flint, Michigan",flint-michigan,Michigan,43.0244204,-83.6919715,"A city of about 400,000 people an hour northwest of Detroit."
11260,"Anchorage, AK","Anchorage, Alaska",anchorage-alaska,Alaska,61.1742503,-149.2843294,"A city of about 400,000 people in Alaska."
15940,"Canton, OH","Canton, Ohio",canton-ohio,Ohio,40.8076499,-81.3672284,"A city of about 400,000 people half an hour southeast of Akron."
36100,"Ocala, FL","Ocala, Florida",ocala-florida,Florida,29.1775097,-82.1510252,"A city of about 400,000 people an hour west of Deltona."
34940,"Naples, FL","Naples, Florida",naples-florida,Florida,26.1504852,-81.795299,"A city of about 400,000 people an hour south of Cape Coral."
13140,"Beaumont, TX","Beaumont, Texas",beaumont-texas,Texas,30.084912,-94.1453303,"A city of about 400,000 people an hour and a half east of Houston."
22180,"Fayetteville, NC","Fayetteville, North Carolina",fayetteville-north-carolina,North Carolina,35.0816472,-78.973159,"A city of about 400,000 people an hour south of Raleigh."
45220,"Tallahassee, FL","Tallahassee, Florida",tallahassee-florida,Florida,30.4535287,-84.2522719,"A college town of about 400,000 people in Florida."
43340,"Shreveport, LA","Shreveport, Louisiana",shreveport-louisiana,Louisiana,32.466879,-93.792193,"A city of about 400,000 people in Louisiana."
33860,"Montgomery, AL","Montgomery, Alabama",montgomery-alabama,Alabama,32.3462512,-86.2685927,"A city of about 400,000 people an hour and a half south of Birmingham."
45940,"Trenton, NJ","Trenton, New Jersey",trenton-new-jersey,New Jersey,40.2238406,-74.7636236,"A college town of about 400,000 people half an hour northeast of Philadelphia."
21660,"Eugene, OR","Eugene, Oregon",eugene-oregon,Oregon,44.0568478,-123.1190193,"A college town of about 400,000 people two hours south of Portland."
34820,"Myrtle Beach, SC","Myrtle Beach, South Carolina",myrtle-beach-south-carolina,South Carolina,33.7103895,-78.8860241,"A city of about 400,000 people an hour and a half northeast of Charleston."
19340,"Davenport, IA","Davenport, Iowa",davenport-iowa,Iowa,41.5568204,-90.6039479,"A city of about 400,000 people two hours southwest of Madison."
43900,"Spartanburg, SC","Spartanburg, South Carolina",spartanburg-south-carolina,South Carolina,34.9456268,-81.925944,"A city of about 350,000 people half an hour east of Greenville."
12100,"Atlantic City, NJ","Atlantic City, New Jersey",atlantic-city-new-jersey,New Jersey,39.3773368,-74.4510702,"A city of about 350,000 people an hour southeast of Philadelphia."
26580,"Huntington, WV","Huntington, West Virginia",huntington-west-virginia,West Virginia,38.4093399,-82.4335157,"A city of about 350,000 people two hours south of Columbus."
11460,"Ann Arbor, MI","Ann Arbor, Michigan",ann-arbor-michigan,Michigan,42.2760611,-83.731165,"A college town of about 350,000 people half an hour west of Detroit."
25860,"Hickory, NC","Hickory, North Carolina",hickory-north-carolina,North Carolina,35.7387613,-81.3196101,"A city of about 350,000 people an hour northwest of Charlotte."
22660,"Fort Collins, CO","Fort Collins, Colorado",fort-collins-colorado,Colorado,40.5484045,-105.0649877,"A college town of about 350,000 people an hour north of Denver."
37900,"Peoria, IL","Peoria, Illinois",peoria-illinois,Illinois,40.7516454,-89.6172047,"A city of about 350,000 people about three hours southwest of Chicago."
31180,"Lubbock, TX","Lubbock, Texas",lubbock-texas,Texas,33.5619007,-101.888883,"A college town of about 350,000 people in Texas."
24540,"Greeley, CO","Greeley, Colorado",greeley-colorado,Colorado,40.417205,-104.772887,"A city of about 350,000 people an hour north of Denver."
23540,"Gainesville, FL","Gainesville, Florida",gainesville-florida,Florida,29.6788873,-82.346212,"A college town of about 350,000 people an hour southwest of Jacksonville."
30700,"Lincoln, NE","Lincoln, Nebraska",lincoln-nebraska,Nebraska,40.8102841,-96.6748563,"A college town of about 350,000 people an hour southwest of Omaha."
40420,"Rockford, IL","Rockford, Illinois",rockford-illinois,Illinois,42.2592998,-89.0634783,"A city of about 350,000 people an hour south of Madison."
17300,"Clarksville, TN","Clarksville, Tennessee",clarksville-tennessee,Tennessee,36.5662265,-87.3458926,"A city of about 350,000 people an hour northwest of Nashville."
