sex_s,race_s,race_c,edu_s,edu_c,multiplier,log,sides_alloc
male,nh_black,nh_twoplus,graduate,graduate,0.9427,-0.05899,124.2
male,nh_black,nh_other,hs_or_less,hs_or_less,1.0232,0.02292,32.3
male,nh_black,nh_other,hs_or_less,some_college,0.8913,-0.11504,16.4
male,nh_black,nh_other,hs_or_less,bachelors,1.0738,0.0712,14.5
male,nh_black,nh_other,hs_or_less,graduate,0.9893,-0.01079,4.4
male,nh_black,nh_other,some_college,hs_or_less,1.1937,0.17705,22.1
male,nh_black,nh_other,some_college,some_college,1.0576,0.05599,31.6
male,nh_black,nh_other,some_college,bachelors,0.8972,-0.1085,9.9
male,nh_black,nh_other,some_college,graduate,0.9052,-0.09957,2.6
male,nh_black,nh_other,bachelors,hs_or_less,1.0896,0.08584,7.6
male,nh_black,nh_other,bachelors,some_college,0.9896,-0.01042,7.3
male,nh_black,nh_other,bachelors,bachelors,0.8853,-0.12183,10.1
male,nh_black,nh_other,bachelors,graduate,1.0451,0.04412,11.4
male,nh_black,nh_other,graduate,hs_or_less,1.0155,0.01536,1.9
male,nh_black,nh_other,graduate,some_college,1.0284,0.02804,3.7
male,nh_black,nh_other,graduate,bachelors,1.1162,0.1099,11.0
male,nh_black,nh_other,graduate,graduate,0.8656,-0.14429,2.0
male,nh_asian,hispanic,hs_or_less,hs_or_less,0.6017,-0.50802,116.6
male,nh_asian,hispanic,hs_or_less,some_college,0.9882,-0.01188,99.6
male,nh_asian,hispanic,hs_or_less,bachelors,1.1621,0.15021,45.0
male,nh_asian,hispanic,hs_or_less,graduate,1.1093,0.10373,16.5
male,nh_asian,hispanic,some_college,hs_or_less,0.8359,-0.1792,107.5
male,nh_asian,hispanic,some_college,some_college,1.2365,0.21229,227.7
male,nh_asian,hispanic,some_college,bachelors,1.4228,0.35264,112.1
male,nh_asian,hispanic,some_college,graduate,1.387,0.32717,45.5
male,nh_asian,hispanic,bachelors,hs_or_less,0.7517,-0.28548,73.6
male,nh_asian,hispanic,bachelors,some_college,0.9198,-0.08359,123.3
male,nh_asian,hispanic,bachelors,bachelors,1.2184,0.19751,256.4
male,nh_asian,hispanic,bachelors,graduate,1.1021,0.09725,96.3
male,nh_asian,hispanic,graduate,hs_or_less,0.7938,-0.23096,39.1
male,nh_asian,hispanic,graduate,some_college,0.783,-0.24458,48.2
male,nh_asian,hispanic,graduate,bachelors,0.9951,-0.00491,122.7
male,nh_asian,hispanic,graduate,graduate,1.1137,0.10769,146.1
male,nh_asian,nh_white,hs_or_less,hs_or_less,0.6572,-0.41977,155.1
male,nh_asian,nh_white,hs_or_less,some_college,0.7263,-0.3198,148.8
male,nh_asian,nh_white,hs_or_less,bachelors,0.8905,-0.116,102.5
male,nh_asian,nh_white,hs_or_less,graduate,1.1722,0.15892,67.3
male,nh_asian,nh_white,some_college,hs_or_less,0.866,-0.14382,129.9
male,nh_asian,nh_white,some_college,some_college,0.9269,-0.0759,348.9
male,nh_asian,nh_white,some_college,bachelors,1.1304,0.12253,279.6
male,nh_asian,nh_white,some_college,graduate,1.0357,0.03505,114.0
male,nh_asian,nh_white,bachelors,hs_or_less,0.9925,-0.00749,122.5
male,nh_asian,nh_white,bachelors,some_college,0.9909,-0.00909,273.8
male,nh_asian,nh_white,bachelors,bachelors,1.2621,0.23276,884.6
male,nh_asian,nh_white,bachelors,graduate,1.198,0.18062,455.2
male,nh_asian,nh_white,graduate,hs_or_less,0.8102,-0.21045,44.9
male,nh_asian,nh_white,graduate,some_college,1.0181,0.01792,148.6
male,nh_asian,nh_white,graduate,bachelors,1.2987,0.26136,548.4
male,nh_asian,nh_white,graduate,graduate,1.3404,0.29299,763.6
male,nh_asian,nh_black,hs_or_less,hs_or_less,0.8644,-0.14574,13.5
male,nh_asian,nh_black,hs_or_less,some_college,1.1595,0.14797,24.4
male,nh_asian,nh_black,hs_or_less,bachelors,1.1193,0.1127,9.7
male,nh_asian,nh_black,hs_or_less,graduate,0.9793,-0.02096,1.6
male,nh_asian,nh_black,some_college,hs_or_less,0.951,-0.05022,10.7
male,nh_asian,nh_black,some_college,some_college,1.0347,0.0341,29.9
male,nh_asian,nh_black,some_college,bachelors,1.0129,0.01284,10.3
male,nh_asian,nh_black,some_college,graduate,1.0721,0.06965,8.2
male,nh_asian,nh_black,bachelors,hs_or_less,0.9842,-0.01589,10.1
male,nh_asian,nh_black,bachelors,some_college,0.9153,-0.08851,15.6
male,nh_asian,nh_black,bachelors,bachelors,1.0882,0.08451,33.1
male,nh_asian,nh_black,bachelors,graduate,0.8261,-0.19098,7.1
male,nh_asian,nh_black,graduate,hs_or_less,0.9879,-0.01219,5.3
male,nh_asian,nh_black,graduate,some_college,1.1236,0.11654,17.0
male,nh_asian,nh_black,graduate,bachelors,1.0663,0.06422,20.1
male,nh_asian,nh_black,graduate,graduate,0.8887,-0.11805,18.7
male,nh_asian,nh_asian,hs_or_less,hs_or_less,2.6501,0.97462,3293.1
male,nh_asian,nh_asian,hs_or_less,some_college,1.2006,0.18284,1070.1
male,nh_asian,nh_asian,hs_or_less,bachelors,0.8757,-0.13268,838.7
male,nh_asian,nh_asian,hs_or_less,graduate,0.7116,-0.34018,346.7
male,nh_asian,nh_asian,some_college,hs_or_less,1.2085,0.18937,891.8
male,nh_asian,nh_asian,some_college,some_college,1.0294,0.02902,1595.5
male,nh_asian,nh_asian,some_college,bachelors,0.7153,-0.33502,1400.8
male,nh_asian,nh_asian,some_college,graduate,0.4968,-0.69957,510.6
male,nh_asian,nh_asian,bachelors,hs_or_less,1.5102,0.41227,869.8
male,nh_asian,nh_asian,bachelors,some_college,0.9136,-0.09033,1063.8
male,nh_asian,nh_asian,bachelors,bachelors,0.9494,-0.05193,5494.6
male,nh_asian,nh_asian,bachelors,graduate,0.7085,-0.34455,2796.0
male,nh_asian,nh_asian,graduate,hs_or_less,1.2393,0.21451,374.2
male,nh_asian,nh_asian,graduate,some_college,0.8142,-0.20556,490.6
male,nh_asian,nh_asian,graduate,bachelors,0.9818,-0.01836,3408.0
male,nh_asian,nh_asian,graduate,graduate,1.1995,0.18192,7299.3
male,nh_asian,nh_aian,hs_or_less,hs_or_less,1.0816,0.07844,7.9
male,nh_asian,nh_aian,hs_or_less,some_college,1.0132,0.01313,3.6
male,nh_asian,nh_aian,hs_or_less,bachelors,0.9842,-0.01588,0.0
male,nh_asian,nh_aian,hs_or_less,graduate,1.0262,0.02585,1.2
male,nh_asian,nh_aian,some_college,hs_or_less,1.0015,0.00147,2.8
male,nh_asian,nh_aian,some_college,some_college,0.9621,-0.03865,3.5
male,nh_asian,nh_aian,some_college,bachelors,0.9901,-0.00998,0.8
male,nh_asian,nh_aian,some_college,graduate,1.0159,0.01575,1.1
male,nh_asian,nh_aian,bachelors,hs_or_less,0.9927,-0.0073,2.0
male,nh_asian,nh_aian,bachelors,some_college,0.991,-0.009,3.5
male,nh_asian,nh_aian,bachelors,bachelors,1.0066,0.00657,3.8
male,nh_asian,nh_aian,bachelors,graduate,0.9834,-0.01677,0.8
male,nh_asian,nh_aian,graduate,hs_or_less,0.9832,-0.01694,0.5
male,nh_asian,nh_aian,graduate,some_college,0.9681,-0.03245,0.8
male,nh_asian,nh_aian,graduate,bachelors,1.0222,0.02193,3.0
male,nh_asian,nh_aian,graduate,graduate,0.984,-0.01617,1.5
male,nh_asian,nh_nhpi,hs_or_less,hs_or_less,0.9626,-0.03811,3.3
male,nh_asian,nh_nhpi,hs_or_less,some_college,1.0117,0.0116,3.3
male,nh_asian,nh_nhpi,hs_or_less,bachelors,1.0205,0.02025,1.5
male,nh_asian,nh_nhpi,hs_or_less,graduate,1.0122,0.01213,0.7
male,nh_asian,nh_nhpi,some_college,hs_or_less,1.0001,8e-05,3.0
male,nh_asian,nh_nhpi,some_college,some_college,1.0539,0.05247,7.1
male,nh_asian,nh_nhpi,some_college,bachelors,1.0382,0.0375,2.9
male,nh_asian,nh_nhpi,some_college,graduate,0.9874,-0.01265,0.0
male,nh_asian,nh_nhpi,bachelors,hs_or_less,0.9586,-0.04231,0.8
male,nh_asian,nh_nhpi,bachelors,some_college,1.065,0.06296,6.4
male,nh_asian,nh_nhpi,bachelors,bachelors,0.9674,-0.03317,2.6
male,nh_asian,nh_nhpi,bachelors,graduate,1.0045,0.00452,1.9
male,nh_asian,nh_nhpi,graduate,hs_or_less,1.0216,0.02137,2.2
male,nh_asian,nh_nhpi,graduate,some_college,0.9533,-0.04784,0.0
male,nh_asian,nh_nhpi,graduate,bachelors,0.9581,-0.04285,0.6
male,nh_asian,nh_nhpi,graduate,graduate,0.9941,-0.00595,2.4
male,nh_asian,nh_twoplus,hs_or_less,hs_or_less,0.9908,-0.00919,47.4
male,nh_asian,nh_twoplus,hs_or_less,some_college,0.8997,-0.10572,37.2
male,nh_asian,nh_twoplus,hs_or_less,bachelors,1.0676,0.06543,23.8
male,nh_asian,nh_twoplus,hs_or_less,graduate,1.159,0.14759,15.4
male,nh_asian,nh_twoplus,some_college,hs_or_less,1.014,0.01395,30.5
male,nh_asian,nh_twoplus,some_college,some_college,1.1258,0.11846,94.4
male,nh_asian,nh_twoplus,some_college,bachelors,0.9353,-0.06684,35.7
male,nh_asian,nh_twoplus,some_college,graduate,0.9275,-0.07526,13.4
male,nh_asian,nh_twoplus,bachelors,hs_or_less,0.8228,-0.19503,12.7
male,nh_asian,nh_twoplus,bachelors,some_college,1.0061,0.00612,61.6
male,nh_asian,nh_twoplus,bachelors,bachelors,1.3593,0.307,176.0
male,nh_asian,nh_twoplus,bachelors,graduate,0.9499,-0.05143,57.4
male,nh_asian,nh_twoplus,graduate,hs_or_less,0.9257,-0.07719,9.2
male,nh_asian,nh_twoplus,graduate,some_college,0.94,-0.06188,28.3
male,nh_asian,nh_twoplus,graduate,bachelors,1.0817,0.07857,81.9
male,nh_asian,nh_twoplus,graduate,graduate,0.9097,-0.09459,82.7
male,nh_asian,nh_other,hs_or_less,hs_or_less,1.0099,0.00983,3.3
male,nh_asian,nh_other,hs_or_less,some_college,0.9616,-0.03917,0.6
male,nh_asian,nh_other,hs_or_less,bachelors,0.9996,-0.00039,1.1
male,nh_asian,nh_other,hs_or_less,graduate,0.9914,-0.00869,0.2
male,nh_asian,nh_other,some_college,hs_or_less,0.9755,-0.02478,0.8
male,nh_asian,nh_other,some_college,some_college,1.0355,0.03487,5.3
male,nh_asian,nh_other,some_college,bachelors,1.0453,0.04428,4.0
male,nh_asian,nh_other,some_college,graduate,1.0067,0.00669,1.3
male,nh_asian,nh_other,bachelors,hs_or_less,0.9844,-0.01567,0.8
male,nh_asian,nh_other,bachelors,some_college,0.9768,-0.02349,1.9
male,nh_asian,nh_other,bachelors,bachelors,0.9601,-0.04076,4.5
male,nh_asian,nh_other,bachelors,graduate,1.0016,0.00164,3.6
male,nh_asian,nh_other,graduate,hs_or_less,1.0012,0.00117,0.8
male,nh_asian,nh_other,graduate,some_college,0.9818,-0.01833,0.8
male,nh_asian,nh_other,graduate,bachelors,0.9507,-0.05051,1.7
male,nh_asian,nh_other,graduate,graduate,1.1312,0.1233,10.8
male,nh_aian,hispanic,hs_or_less,hs_or_less,1.0552,0.05375,79.9
male,nh_aian,hispanic,hs_or_less,some_college,1.0515,0.05023,39.6
male,nh_aian,hispanic,hs_or_less,bachelors,0.9376,-0.06446,8.0
male,nh_aian,hispanic,hs_or_less,graduate,1.04,0.03922,4.9
male,nh_aian,hispanic,some_college,hs_or_less,1.0464,0.04532,27.3
male,nh_aian,hispanic,some_college,some_college,0.9324,-0.07002,28.1
male,nh_aian,hispanic,some_college,bachelors,1.0495,0.04833,15.1
male,nh_aian,hispanic,some_college,graduate,1.0046,0.00457,4.2
male,nh_aian,hispanic,bachelors,hs_or_less,0.9554,-0.04561,2.7
male,nh_aian,hispanic,bachelors,some_college,0.9694,-0.03112,4.3
male,nh_aian,hispanic,bachelors,bachelors,0.9747,-0.02563,7.1
male,nh_aian,hispanic,bachelors,graduate,1.0394,0.0386,4.9
male,nh_aian,hispanic,graduate,hs_or_less,1.0002,0.0002,1.4
male,nh_aian,hispanic,graduate,some_college,0.9735,-0.02687,0.5
male,nh_aian,hispanic,graduate,bachelors,0.9692,-0.03131,1.3
male,nh_aian,hispanic,graduate,graduate,1.0148,0.01465,3.3
male,nh_aian,nh_white,hs_or_less,hs_or_less,1.1862,0.17075,205.9
male,nh_aian,nh_white,hs_or_less,some_college,1.1015,0.09664,163.0
male,nh_aian,nh_white,hs_or_less,bachelors,0.7814,-0.24668,49.5
male,nh_aian,nh_white,hs_or_less,graduate,0.8634,-0.14688,19.6
male,nh_aian,nh_white,some_college,hs_or_less,1.2674,0.23699,78.0
male,nh_aian,nh_white,some_college,some_college,1.1255,0.11826,153.9
male,nh_aian,nh_white,some_college,bachelors,0.9057,-0.099,72.5
male,nh_aian,nh_white,some_college,graduate,0.8892,-0.11747,27.0
male,nh_aian,nh_white,bachelors,hs_or_less,1.2759,0.24362,22.5
male,nh_aian,nh_white,bachelors,some_college,1.1213,0.11447,29.8
male,nh_aian,nh_white,bachelors,bachelors,0.8822,-0.12535,43.8
male,nh_aian,nh_white,bachelors,graduate,0.9054,-0.09933,22.1
male,nh_aian,nh_white,graduate,hs_or_less,0.9961,-0.00393,2.9
male,nh_aian,nh_white,graduate,some_college,1.018,0.01783,7.5
male,nh_aian,nh_white,graduate,bachelors,0.9426,-0.05907,14.5
male,nh_aian,nh_white,graduate,graduate,0.9037,-0.10124,18.1
male,nh_aian,nh_black,hs_or_less,hs_or_less,0.9433,-0.05837,7.9
male,nh_aian,nh_black,hs_or_less,some_college,1.0111,0.01104,8.3
male,nh_aian,nh_black,hs_or_less,bachelors,1.0665,0.06438,4.9
male,nh_aian,nh_black,hs_or_less,graduate,1.058,0.05639,3.3
male,nh_aian,nh_black,some_college,hs_or_less,1.0002,0.00019,3.6
male,nh_aian,nh_black,some_college,some_college,1.0175,0.01738,8.2
male,nh_aian,nh_black,some_college,bachelors,0.9611,-0.03966,0.9
male,nh_aian,nh_black,some_college,graduate,0.9755,-0.02485,0.3
male,nh_aian,nh_black,bachelors,hs_or_less,0.996,-0.00398,0.5
male,nh_aian,nh_black,bachelors,some_college,1.0027,0.00265,1.4
male,nh_aian,nh_black,bachelors,bachelors,1.0129,0.01281,2.2
male,nh_aian,nh_black,bachelors,graduate,0.9763,-0.02402,0.1
male,nh_aian,nh_black,graduate,hs_or_less,0.9962,-0.00378,0.1
male,nh_aian,nh_black,graduate,some_college,0.9903,-0.00979,0.0
male,nh_aian,nh_black,graduate,bachelors,1.0063,0.00627,0.8
male,nh_aian,nh_black,graduate,graduate,0.9934,-0.00666,0.6
male,nh_aian,nh_asian,hs_or_less,hs_or_less,1.0212,0.02098,7.5
male,nh_aian,nh_asian,hs_or_less,some_college,0.9858,-0.01426,4.5
male,nh_aian,nh_asian,hs_or_less,bachelors,0.9378,-0.06417,2.3
male,nh_aian,nh_asian,hs_or_less,graduate,0.9658,-0.03475,0.9
male,nh_aian,nh_asian,some_college,hs_or_less,1.0819,0.07874,5.3
male,nh_aian,nh_asian,some_college,some_college,1.1263,0.11893,9.7
male,nh_aian,nh_asian,some_college,bachelors,0.9111,-0.09306,1.6
male,nh_aian,nh_asian,some_college,graduate,0.9489,-0.05244,0.7
male,nh_aian,nh_asian,bachelors,hs_or_less,0.9903,-0.00975,0.0
male,nh_aian,nh_asian,bachelors,some_college,1.0537,0.05233,2.8
male,nh_aian,nh_asian,bachelors,bachelors,0.9918,-0.00828,3.4
male,nh_aian,nh_asian,bachelors,graduate,0.997,-0.00299,2.2
male,nh_aian,nh_asian,graduate,hs_or_less,1.0086,0.00854,0.4
male,nh_aian,nh_asian,graduate,some_college,1.0058,0.00574,0.4
male,nh_aian,nh_asian,graduate,bachelors,0.9906,-0.00945,0.8
male,nh_aian,nh_asian,graduate,graduate,1.0039,0.00389,2.1
male,nh_aian,nh_aian,hs_or_less,hs_or_less,1.0807,0.07756,272.6
male,nh_aian,nh_aian,hs_or_less,some_college,0.9267,-0.07617,149.5
male,nh_aian,nh_aian,hs_or_less,bachelors,0.9944,-0.00562,32.1
male,nh_aian,nh_aian,hs_or_less,graduate,1.1029,0.09795,15.5
male,nh_aian,nh_aian,some_college,hs_or_less,0.8939,-0.11215,69.5
male,nh_aian,nh_aian,some_college,some_college,0.9479,-0.05354,145.6
male,nh_aian,nh_aian,some_college,bachelors,0.9656,-0.03503,34.2
male,nh_aian,nh_aian,some_college,graduate,0.9793,-0.02087,11.7
male,nh_aian,nh_aian,bachelors,hs_or_less,0.9426,-0.05916,12.5
male,nh_aian,nh_aian,bachelors,some_college,1.0041,0.00405,27.1
male,nh_aian,nh_aian,bachelors,bachelors,0.983,-0.01712,22.9
male,nh_aian,nh_aian,bachelors,graduate,1.0644,0.06237,13.4
male,nh_aian,nh_aian,graduate,hs_or_less,1.0075,0.00748,5.0
male,nh_aian,nh_aian,graduate,some_college,1.1093,0.10371,12.8
male,nh_aian,nh_aian,graduate,bachelors,1.0343,0.03369,9.5
male,nh_aian,nh_aian,graduate,graduate,0.9922,-0.00785,8.5
male,nh_aian,nh_nhpi,hs_or_less,hs_or_less,0.9744,-0.02592,0.0
male,nh_aian,nh_nhpi,hs_or_less,some_college,0.9849,-0.01526,0.0
male,nh_aian,nh_nhpi,hs_or_less,bachelors,1.014,0.01391,0.7
male,nh_aian,nh_nhpi,hs_or_less,graduate,0.9988,-0.00116,0.0
male,nh_aian,nh_nhpi,some_college,hs_or_less,0.9916,-0.00842,0.0
male,nh_aian,nh_nhpi,some_college,some_college,0.9929,-0.00713,0.3
male,nh_aian,nh_nhpi,some_college,bachelors,0.9959,-0.00413,0.0
male,nh_aian,nh_nhpi,some_college,graduate,1.0424,0.04156,1.7
male,nh_aian,nh_nhpi,bachelors,hs_or_less,0.9983,-0.00173,0.0
male,nh_aian,nh_nhpi,bachelors,some_college,0.9974,-0.00256,0.0
male,nh_aian,nh_nhpi,bachelors,bachelors,1.0039,0.00393,0.3
male,nh_aian,nh_nhpi,bachelors,graduate,1.0095,0.00946,0.4
male,nh_aian,nh_nhpi,graduate,hs_or_less,0.9995,-0.00051,0.0
male,nh_aian,nh_nhpi,graduate,some_college,0.9993,-0.00074,0.0
male,nh_aian,nh_nhpi,graduate,bachelors,0.9991,-0.00088,0.0
male,nh_aian,nh_nhpi,graduate,graduate,0.9996,-0.00042,0.0
male,nh_aian,nh_twoplus,hs_or_less,hs_or_less,1.0869,0.08335,20.3
male,nh_aian,nh_twoplus,hs_or_less,some_college,1.0946,0.09042,19.2
male,nh_aian,nh_twoplus,hs_or_less,bachelors,0.8941,-0.1119,1.1
male,nh_aian,nh_twoplus,hs_or_less,graduate,0.9552,-0.04583,0.4
male,nh_aian,nh_twoplus,some_college,hs_or_less,1.0426,0.04172,6.9
male,nh_aian,nh_twoplus,some_college,some_college,0.9764,-0.02385,12.1
male,nh_aian,nh_twoplus,some_college,bachelors,1.0024,0.0024,6.9
male,nh_aian,nh_twoplus,some_college,graduate,1.0041,0.00414,2.9
male,nh_aian,nh_twoplus,bachelors,hs_or_less,0.999,-0.00101,0.9
male,nh_aian,nh_twoplus,bachelors,some_college,1.0366,0.03593,3.8
male,nh_aian,nh_twoplus,bachelors,bachelors,0.9274,-0.0754,1.2
male,nh_aian,nh_twoplus,bachelors,graduate,0.9504,-0.05087,0.1
male,nh_aian,nh_twoplus,graduate,hs_or_less,0.998,-0.00202,0.2
male,nh_aian,nh_twoplus,graduate,some_college,1.0009,0.00093,0.7
male,nh_aian,nh_twoplus,graduate,bachelors,1.0447,0.04373,3.2
male,nh_aian,nh_twoplus,graduate,graduate,1.0083,0.00825,2.2
male,nh_aian,nh_other,hs_or_less,hs_or_less,0.9822,-0.01796,0.2
male,nh_aian,nh_other,hs_or_less,some_college,1.0121,0.01207,1.1
male,nh_aian,nh_other,hs_or_less,bachelors,0.9928,-0.00724,0.0
male,nh_aian,nh_other,hs_or_less,graduate,0.9967,-0.00333,0.0
male,nh_aian,nh_other,some_college,hs_or_less,0.9969,-0.00312,0.2
male,nh_aian,nh_other,some_college,some_college,0.9847,-0.01545,0.0
male,nh_aian,nh_other,some_college,bachelors,1.0258,0.02544,1.3
male,nh_aian,nh_other,some_college,graduate,0.9963,-0.0037,0.0
male,nh_aian,nh_other,bachelors,hs_or_less,0.9986,-0.00136,0.0
male,nh_aian,nh_other,bachelors,some_college,1.0114,0.01135,0.5
male,nh_aian,nh_other,bachelors,bachelors,0.9941,-0.00588,0.0
male,nh_aian,nh_other,bachelors,graduate,0.9996,-0.00044,0.1
male,nh_aian,nh_other,graduate,hs_or_less,1.0028,0.00284,0.1
male,nh_aian,nh_other,graduate,some_college,1.0016,0.00163,0.1
male,nh_aian,nh_other,graduate,bachelors,1.008,0.00792,0.4
male,nh_aian,nh_other,graduate,graduate,0.9972,-0.00277,0.0
male,nh_nhpi,hispanic,hs_or_less,hs_or_less,0.9348,-0.06744,41.8
male,nh_nhpi,hispanic,hs_or_less,some_college,1.1147,0.10859,30.4
male,nh_nhpi,hispanic,hs_or_less,bachelors,0.9328,-0.06959,4.4
male,nh_nhpi,hispanic,hs_or_less,graduate,0.9641,-0.03657,0.7
male,nh_nhpi,hispanic,some_college,hs_or_less,1.0052,0.00514,12.9
male,nh_nhpi,hispanic,some_college,some_college,0.9324,-0.06995,13.6
male,nh_nhpi,hispanic,some_college,bachelors,0.9524,-0.04877,4.7
male,nh_nhpi,hispanic,some_college,graduate,1.0623,0.06043,4.7
male,nh_nhpi,hispanic,bachelors,hs_or_less,0.9634,-0.03724,1.5
male,nh_nhpi,hispanic,bachelors,some_college,1.2715,0.24023,14.2
male,nh_nhpi,hispanic,bachelors,bachelors,1.0152,0.01508,6.3
male,nh_nhpi,hispanic,bachelors,graduate,0.956,-0.04496,0.3
male,nh_nhpi,hispanic,graduate,hs_or_less,0.9977,-0.00231,0.8
male,nh_nhpi,hispanic,graduate,some_college,0.9852,-0.01493,0.4
male,nh_nhpi,hispanic,graduate,bachelors,0.9851,-0.01506,1.0
male,nh_nhpi,hispanic,graduate,graduate,0.9775,-0.02271,0.7
male,nh_nhpi,nh_white,hs_or_less,hs_or_less,0.8329,-0.18285,40.2
male,nh_nhpi,nh_white,hs_or_less,some_college,0.9047,-0.10019,40.8
male,nh_nhpi,nh_white,hs_or_less,bachelors,0.9168,-0.08685,21.4
male,nh_nhpi,nh_white,hs_or_less,graduate,0.8643,-0.14578,3.3
male,nh_nhpi,nh_white,some_college,hs_or_less,1.2131,0.19321,25.3
male,nh_nhpi,nh_white,some_college,some_college,1.2457,0.21971,53.5
male,nh_nhpi,nh_white,some_college,bachelors,0.9697,-0.03079,22.5
male,nh_nhpi,nh_white,some_college,graduate,0.9332,-0.06911,6.8
male,nh_nhpi,nh_white,bachelors,hs_or_less,1.1047,0.09955,7.7
male,nh_nhpi,nh_white,bachelors,some_college,1.1737,0.16012,15.5
male,nh_nhpi,nh_white,bachelors,bachelors,0.8606,-0.15014,11.2
male,nh_nhpi,nh_white,bachelors,graduate,1.0786,0.07569,13.7
male,nh_nhpi,nh_white,graduate,hs_or_less,1.0178,0.0176,1.7
male,nh_nhpi,nh_white,graduate,some_college,1.0109,0.01088,2.6
male,nh_nhpi,nh_white,graduate,bachelors,0.973,-0.02733,4.4
male,nh_nhpi,nh_white,graduate,graduate,1.0164,0.01623,8.5
male,nh_nhpi,nh_black,hs_or_less,hs_or_less,0.8959,-0.10988,2.3
male,nh_nhpi,nh_black,hs_or_less,some_college,1.1213,0.11452,10.4
male,nh_nhpi,nh_black,hs_or_less,bachelors,1.0079,0.00783,1.9
male,nh_nhpi,nh_black,hs_or_less,graduate,0.9818,-0.01838,0.0
male,nh_nhpi,nh_black,some_college,hs_or_less,1.05,0.04876,3.9
male,nh_nhpi,nh_black,some_college,some_college,1.0349,0.03427,5.6
male,nh_nhpi,nh_black,some_college,bachelors,0.9834,-0.0167,0.8
male,nh_nhpi,nh_black,some_college,graduate,0.9992,-0.00083,0.7
male,nh_nhpi,nh_black,bachelors,hs_or_less,0.988,-0.01206,0.0
male,nh_nhpi,nh_black,bachelors,some_college,1.0161,0.01597,1.5
male,nh_nhpi,nh_black,bachelors,bachelors,0.9726,-0.02778,0.1
male,nh_nhpi,nh_black,bachelors,graduate,0.982,-0.01815,0.0
male,nh_nhpi,nh_black,graduate,hs_or_less,0.9998,-0.00019,0.1
male,nh_nhpi,nh_black,graduate,some_college,0.9949,-0.00515,0.0
male,nh_nhpi,nh_black,graduate,bachelors,0.991,-0.00901,0.0
male,nh_nhpi,nh_black,graduate,graduate,0.9968,-0.00323,0.5
male,nh_nhpi,nh_asian,hs_or_less,hs_or_less,1.0148,0.01467,15.6
male,nh_nhpi,nh_asian,hs_or_less,some_college,1.0818,0.07866,16.3
male,nh_nhpi,nh_asian,hs_or_less,bachelors,0.9509,-0.05035,10.1
male,nh_nhpi,nh_asian,hs_or_less,graduate,1.0762,0.07339,9.3
male,nh_nhpi,nh_asian,some_college,hs_or_less,0.9704,-0.03001,2.5
male,nh_nhpi,nh_asian,some_college,some_college,0.9857,-0.01444,8.0
male,nh_nhpi,nh_asian,some_college,bachelors,0.8602,-0.15059,4.0
male,nh_nhpi,nh_asian,some_college,graduate,0.9599,-0.04088,4.2
male,nh_nhpi,nh_asian,bachelors,hs_or_less,0.9854,-0.01472,0.3
male,nh_nhpi,nh_asian,bachelors,some_college,0.9906,-0.00941,1.6
male,nh_nhpi,nh_asian,bachelors,bachelors,0.9691,-0.03136,7.8
male,nh_nhpi,nh_asian,bachelors,graduate,1.0377,0.03705,7.6
male,nh_nhpi,nh_asian,graduate,hs_or_less,1.0312,0.03071,1.4
male,nh_nhpi,nh_asian,graduate,some_college,1.0727,0.07013,3.2
male,nh_nhpi,nh_asian,graduate,bachelors,1.0913,0.08736,6.2
male,nh_nhpi,nh_asian,graduate,graduate,0.951,-0.05021,2.1
male,nh_nhpi,nh_aian,hs_or_less,hs_or_less,1.0331,0.03261,4.3
male,nh_nhpi,nh_aian,hs_or_less,some_college,0.9975,-0.00251,1.9
male,nh_nhpi,nh_aian,hs_or_less,bachelors,1.0,3e-05,0.4
male,nh_nhpi,nh_aian,hs_or_less,graduate,0.9996,-0.00043,0.1
male,nh_nhpi,nh_aian,some_college,hs_or_less,0.9925,-0.00753,0.5
male,nh_nhpi,nh_aian,some_college,some_college,0.9983,-0.00171,1.4
male,nh_nhpi,nh_aian,some_college,bachelors,0.9907,-0.00934,0.0
male,nh_nhpi,nh_aian,some_college,graduate,0.9969,-0.00311,0.0
male,nh_nhpi,nh_aian,bachelors,hs_or_less,0.9959,-0.00415,0.0
male,nh_nhpi,nh_aian,bachelors,some_college,1.0018,0.00184,0.4
male,nh_nhpi,nh_aian,bachelors,bachelors,0.9975,-0.00248,0.2
male,nh_nhpi,nh_aian,bachelors,graduate,0.9969,-0.00309,0.0
male,nh_nhpi,nh_aian,graduate,hs_or_less,0.9987,-0.00134,0.0
male,nh_nhpi,nh_aian,graduate,some_college,1.0062,0.00614,0.3
male,nh_nhpi,nh_aian,graduate,bachelors,0.9977,-0.00228,0.0
male,nh_nhpi,nh_aian,graduate,graduate,0.9974,-0.00263,0.0
male,nh_nhpi,nh_nhpi,hs_or_less,hs_or_less,1.3882,0.328,266.6
male,nh_nhpi,nh_nhpi,hs_or_less,some_college,0.9072,-0.09743,91.3
male,nh_nhpi,nh_nhpi,hs_or_less,bachelors,1.0823,0.07911,30.0
male,nh_nhpi,nh_nhpi,hs_or_less,graduate,1.1125,0.10657,12.9
male,nh_nhpi,nh_nhpi,some_college,hs_or_less,1.1539,0.14319,62.5
male,nh_nhpi,nh_nhpi,some_college,some_college,0.9744,-0.0259,77.1
