msa_code,metro_name,pew_total,national_only,raw_dial,shrunk_dial,random_pairing,observed_2020_24,corrected_national_only,corrected_shrunk_dial,corrected_raw_dial
10420,"Akron, OH",0.12,0.1473308214090284,0.14112505521784074,0.14287305656509783,0.40676299763122176,0.14063079089346706,0.1070037740601205,0.10376617816802386,0.10249663565526337
10580,"Albany-Schenectady-Troy, NY",0.14,0.16181267891054127,0.1680591240445237,0.1684173294386389,0.41080833157467306,0.1896547332188637,0.11752169144660284,0.122318532501962,0.12205837424931364
10740,"Albuquerque, NM",0.28,0.24070902327812482,0.3380571581373107,0.33443799012892084,0.6195850059076528,0.3241025520480946,0.17482271322968668,0.24289640681174463,0.24552494462991245
10900,"Allentown-Bethlehem-Easton, PA-NJ",0.17,0.18153388532068035,0.19082316461733706,0.19153188718899505,0.5135006484388743,0.2040468217179511,0.1318448554303625,0.1391062276452075,0.1385914949558508
11260,"Anchorage, AK",0.28,0.2676944133232085,0.35699086837626265,0.35230501525385727,0.6084755631158779,0.3215192420343766,0.19442172551844467,0.2558729116687116,0.25927616404994114
11700,"Asheville, NC",0.03,0.13001319307411804,0.1379759693295309,0.13843881461423657,0.31950734846280315,0.16759230328846933,0.09442628639064407,0.10054566653780234,0.10020951018032205
12060,"Atlanta-Sandy Springs-Roswell, GA",0.14,0.2080903113202733,0.19244389395753733,0.1927470527336743,0.6871367859186285,0.18928289118374944,0.15113231870741595,0.13998878092323144,0.13976860205722186
12260,"Augusta-Richmond County, GA-SC",0.13,0.17872668331306135,0.16318744856121825,0.16628540751139628,0.618544142100274,0.18090490923259447,0.12980603418107045,0.1207701552511276,0.11852016236856525
12420,"Austin-Round Rock, TX",0.21,0.2331424751375182,0.28899792595414536,0.2882792257887732,0.6326856950607194,0.31163323312446717,0.16932726292329967,0.20937211133092926,0.2098940905704188
12540,"Bakersfield, CA",0.17,0.19358120812038473,0.21220651432917878,0.21233522528372006,0.5814224253117055,0.20163641797481752,0.14059461325130077,0.1542153247634826,0.15412184426994374
12580,"Baltimore-Columbia-Towson, MD",0.15,0.1938192981930181,0.19659952509600112,0.1969456210800968,0.6347005895458278,0.20712394046693727,0.14076753386692192,0.14303812697601223,0.14278676357403625
12940,"Baton Rouge, LA",0.08,0.16761144851540144,0.13766195768016698,0.14240662545258348,0.6145017284794614,0.1387032715420096,0.12173323541744999,0.10342741748712374,0.09998144906412491
13140,"Beaumont-Port Arthur, TX",0.11,0.18378898426029455,0.1783587889708541,0.18204403521290818,0.6429621851102221,0.17796770299184392,0.1334826939702548,0.1322153682889937,0.12953883901650776
13820,"Birmingham-Hoover, AL",0.06,0.1481390183151237,0.12157772552349065,0.12362145150373766,0.577628950820413,0.13200294466416854,0.10759075320208712,0.08978407735178405,0.08829975525991152
14260,"Boise City, ID",0.23,0.1600882145709513,0.2096271071942582,0.20701142502627884,0.39488847924205633,0.2408235038258953,0.11626924344690064,0.15034874264278084,0.15224846641435005
14460,"Boston-Cambridge-Newton, MA-NH",0.14,0.19767486705808,0.18925071171115287,0.18963561586697367,0.5372218169616861,0.19003267193537762,0.14356776545298594,0.13772899926788829,0.13744945017605295
14860,"Bridgeport-Stamford-Norwalk, CT",0.15,0.21232484242835772,0.20585391273599637,0.20705346161991556,0.6344802481886581,0.20865436516565267,0.15420778387897066,0.15037927307846796,0.14950806190539911
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",0.16,0.15455829988448289,0.14443094755810768,0.1457506676871415,0.4332662005693823,0.15735487969098744,0.11225296405591133,0.10585613631385676,0.10489764688741367
15980,"Cape Coral-Fort Myers, FL",0.11,0.18688014864539554,0.18660882653819508,0.18778413422299342,0.5737128426329264,0.1914921556917086,0.13572775208017834,0.1363843008428459,0.13553069562465372
16860,"Chattanooga, TN-GA",0.05,0.1425614218603599,0.14390559384594878,0.1452347211876256,0.4235353686202697,0.16650370247293575,0.10353984338473711,0.10548141348170721,0.10451609176283162
16700,"Charleston-North Charleston, SC",0.13,0.1587160313057708,0.16199343637089583,0.16255068480093415,0.5440422449884919,0.1824658821866855,0.11527265097105462,0.11805769209327947,0.11765297239829023
16740,"Charlotte-Concord-Gastonia, NC-SC",0.16,0.18762545649149667,0.1692560966763672,0.16994404881435374,0.6225326301122859,0.17601994686862185,0.13626905600834985,0.12342736182613073,0.12292771433599073
16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.19,0.20947293077120085,0.21359922112605456,0.21371523886704571,0.6749068623572699,0.21454090296587308,0.1521364908006906,0.1552176042611317,0.15513334262446088
17140,"Cincinnati, OH-KY-IN",0.09,0.14258629594597522,0.1409521550923721,0.1414266427796469,0.4021301718457507,0.15933275129084645,0.1035579089938994,0.10271567337604859,0.10237106134716087
17300,"Clarksville, TN-KY",0.21,0.19510183517084898,0.255456733553685,0.2516362458739862,0.5533737035362211,0.28309737579483624,0.1416990178272167,0.18275896205101133,0.18553371479160055
17820,"Colorado Springs, CO",0.18,0.21213809960794341,0.29401767455163386,0.28998142127442067,0.5130534108937937,0.3147408207334636,0.15407215586595982,0.21060838585523065,0.21353984533936188
