msa_code,metro_name,pew_total,national_only,raw_dial,shrunk_dial,random_pairing,observed_2020_24,corrected_national_only,corrected_shrunk_dial,corrected_raw_dial
10420,"Akron, OH",0.12,0.14881843972944547,0.13901479921805004,0.1410254421597212,0.40676299763122176,0.14063079089346706,0.10808420497826272,0.10242428845009258,0.100963993984966
10580,"Albany-Schenectady-Troy, NY",0.14,0.16109984548806008,0.1678398369272271,0.16818898718645428,0.41080833157467306,0.1896547332188637,0.1170039731188816,0.1221526915562083,0.12189910988813589
10740,"Albuquerque, NM",0.28,0.23100245513923545,0.3361607646644271,0.3324361325463285,0.6195850059076529,0.3241025520480946,0.16777300418646243,0.2414424929977874,0.24414762753657895
10900,"Allentown-Bethlehem-Easton, PA-NJ",0.17,0.18862278798405663,0.1940560592065016,0.19511325859256473,0.5135006484388743,0.2040468217179511,0.1369934002607765,0.14170731445669704,0.1409394892103507
11260,"Anchorage, AK",0.28,0.2726671940769126,0.3560561628969425,0.3519501821624225,0.6084755631158779,0.3215192420343766,0.19803336837179308,0.25561520265995286,0.25859730396509667
11700,"Asheville, NC",0.03,0.13502673769514176,0.13938335134176252,0.14042694327984506,0.31950734846280315,0.16759230328846933,0.09806753532102898,0.10198960928177582,0.101231666884621
12060,"Atlanta-Sandy Springs-Roswell, GA",0.14,0.20970196367142316,0.19354970328237217,0.1938419219947013,0.6871367859186285,0.18928289118374944,0.1523028333519188,0.14078396513459923,0.14057173184375646
12260,"Augusta-Richmond County, GA-SC",0.13,0.1814748643943529,0.16472197602418562,0.1677839646861774,0.618544142100274,0.18090490923259447,0.131801989573747,0.12185853086603898,0.11963466256863232
12420,"Austin-Round Rock, TX",0.21,0.21645834507701103,0.28753824808202355,0.286533603585854,0.6326856950607195,0.31163323312446717,0.1572098738643748,0.20810429674869108,0.20883395230650828
12540,"Bakersfield, CA",0.17,0.20733694537025496,0.21503665675614236,0.21588506588835274,0.5814224253117055,0.20163641797481752,0.15058516232065727,0.15679351131246683,0.15617732674072984
12580,"Baltimore-Columbia-Towson, MD",0.15,0.19302077367492027,0.19676702458265705,0.19707699221983868,0.6347005895458279,0.20712394046693727,0.14018757960956535,0.1431335395150894,0.14290841549353214
12940,"Baton Rouge, LA",0.08,0.1732756245330994,0.13814496419359643,0.1432297500839587,0.6145017284794615,0.1387032715420096,0.1258470264425597,0.10402523837237128,0.10033224816602555
13140,"Beaumont-Port Arthur, TX",0.11,0.1981791224148144,0.17889520044550578,0.1841760387108724,0.6429621851102222,0.17796770299184392,0.14393399721457242,0.13376380478320285,0.1299284251987332
13820,"Birmingham-Hoover, AL",0.06,0.15164422828277824,0.12207181742522483,0.12417456571698247,0.577628950820413,0.13200294466416854,0.11013652530751031,0.0901857944381171,0.08865860548359498
14260,"Boise City, ID",0.23,0.1634506407335106,0.21277864805439156,0.21054202344660278,0.39488847924205633,0.2408235038258953,0.11871131419592237,0.1529129539330751,0.15453737489197755
14460,"Boston-Cambridge-Newton, MA-NH",0.14,0.19582317546526556,0.18918363580420222,0.18953458606205031,0.5372218169616861,0.19003267193537762,0.1422229145458125,0.13765562310453042,0.13740073412924358
14860,"Bridgeport-Stamford-Norwalk, CT",0.15,0.20715940797932472,0.20482543839719541,0.2058721826973118,0.6344802481886581,0.20865436516565267,0.15045622004853362,0.1495213310556963,0.14876109915365987
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",0.16,0.15501205032564802,0.14411304617022708,0.1454226249192192,0.4332662005693823,0.15735487969098744,0.1125825149891225,0.10561788464400851,0.10466676072281586
15980,"Cape Coral-Fort Myers, FL",0.11,0.19705698472564503,0.18979338449844932,0.1912794877968547,0.5737128426329264,0.1914921556917086,0.14311900842534367,0.13892291442349866,0.13784358383909168
16860,"Chattanooga, TN-GA",0.05,0.14895489166226172,0.14570400991576088,0.14746192360956475,0.4235353686202697,0.16650370247293575,0.10818330760763449,0.10709899127340156,0.10582224959837377
16700,"Charleston-North Charleston, SC",0.13,0.16188697591331713,0.16314906213008873,0.1637746415630986,0.5440422449884919,0.1824658821866855,0.11757565204780183,0.1189466302773299,0.11849228298145346
16740,"Charlotte-Concord-Gastonia, NC-SC",0.16,0.19279357404072886,0.17145289529306684,0.17216128822944093,0.6225326301122859,0.17601994686862185,0.14002256852708408,0.1250377036618727,0.12452321038080208
16980,"Chicago-Naperville-Elgin, IL-IN-WI",0.19,0.20428766721807226,0.21363921081720852,0.21372764298624417,0.6749068623572699,0.21454090296587308,0.1483705254420861,0.15522661315387684,0.15516238643101846
17140,"Cincinnati, OH-KY-IN",0.09,0.14425311923827283,0.14048634211774352,0.14100642417876963,0.4021301718457506,0.15933275129084645,0.10476849331876376,0.102410476026342,0.10203274960889226
17300,"Clarksville, TN-KY",0.21,0.19828098667339883,0.2574006351017243,0.2539213133174765,0.5533737035362212,0.28309737579483624,0.14400797942688978,0.1844185661860928,0.18694553616103446
17820,"Colorado Springs, CO",0.18,0.20978993907850124,0.296214678326263,0.2922986116809536,0.5130534108937937,0.3147408207334636,0.15236672833663278,0.21229132033115108,0.21513549038675484
17900,"Columbia, SC",0.12,0.16965022644933114,0.14903859163204444,0.15102164615674438,0.609516406400917,0.16388082659642697,0.12321396383065358,0.10968435490276487,0.10824409741773543
18140,"Columbus, OH",0.11,0.16784204610085343,0.16429799748262214,0.1647846730176036,0.48733349355904987,0.17837625864781623,0.12190071437193169,0.11968019828786464,0.11932673444039739
18580,"Corpus Christi, TX",0.22,0.1856251164669646,0.22740734604190022,0.2254595087480541,0.5054383857164634,0.247189027994281,0.13481624437001516,0.16374726009845056,0.16516193993056758
19100,"Dallas-Fort Worth-Arlington, TX",0.19,0.21540109316192768,0.22305339980584826,0.22320260049337834,0.7006116479248496,0.23125745254198307,0.1564420104671286,0.16210810748497748,0.16199974566017125
19660,"Deltona-Daytona Beach-Ormond Beach, FL",0.15,0.18467551810746702,0.19161557015699793,0.19244899388388131,0.5090550786845508,0.19942254907127693,0.1341265678492725,0.13977230604367233,0.13916700510721594
19740,"Denver-Aurora-Lakewood, CO",0.22,0.19788252365759357,0.25222825076251043,0.2518039168444282,0.544599398972845,0.27496800301022484,0.14371858277446653,0.18288073851615305,0.1831889247480784
19780,"Des Moines-West Des Moines, IA",0.11,0.15068976223815966,0.14137047379483964,0.14452573639724575,0.38128341132525295,0.1538528190918206,0.10944331347301656,0.10496649034752303,0.10267487883420039
19820,"Detroit-Warren-Dearborn, MI",0.1,0.16903301265470996,0.15827728449721487,0.15891514443077895,0.5557458703529289,0.17416692532734573,0.1227656923502206,0.11541726331786034,0.11495399691127726
21340,"El Paso, TX",0.22,0.127821715659231,0.14056357620945356,0.1400083878215301,0.2825838968681653,0.17953555794102152,0.09283465504074881,0.10168561984314489,0.1020888433659218
21660,"Eugene, OR",0.23,0.17346997633039643,0.23017485866620785,0.22350882444764308,0.35948675896454374,0.26031134175242304,0.12598818072112317,0.16233051253573716,0.16717193548158538
22180,"Fayetteville, NC",0.29,0.22870094200355853,0.2802009542482436,0.2793260137860161,0.6824874447999437,0.2924764220246028,0.1661014558355396,0.20286955154681155,0.20350500535505664
22220,"Fayetteville-Springdale-Rogers, AR-MO",0.17,0.2618518211269417,0.22180039772840335,0.2274990720612116,0.5883925643144071,0.2135695150065471,0.19017835397326682,0.1652285589187193,0.1610897123765072
23060,"Fort Wayne, IN",0.15,0.17152765066236253,0.1790359143087629,0.17983520482030332,0.4530263562708632,0.20381814102710144,0.1245775038855107,0.13061113377779635,0.13003062319292813
23420,"Fresno, CA",0.23,0.21048829689809398,0.2546348057783379,0.25406442937368406,0.6085899605388755,0.2552410466765576,0.15287393328958257,0.18452250885061033,0.18493676316175248
23540,"Gainesville, FL",0.22,0.1959718496466546,0.2472794123209139,0.24439608648806654,0.5761584972357159,0.257145285550634,0.1423308939785054,0.17750056213386586,0.17959467077324662
24340,"Grand Rapids-Wyoming, MI",0.16,0.17045326216033746,0.19072951828636048,0.19057615118505494,0.4210320565884011,0.20752995504547608,0.12379719448776212,0.13841209346168312,0.13852348127924502
24660,"Greensboro-High Point, NC",0.09,0.19479497076892177,0.18371881354780012,0.1856777496346415,0.6256304380804225,0.18485566398639727,0.14147614763062863,0.13485447091031613,0.13343173022082624
24860,"Greenville-Anderson-Mauldin, SC",0.06,0.18454722190408124,0.18393306608167642,0.18493127991981484,0.5183477053741031,0.18421102155390354,0.1340333885821743,0.13431232313740527,0.1335873380529652
25420,"Harrisburg-Carlisle, PA",0.16,0.16982074951393594,0.18406711153159003,0.18457503048630786,0.45819198813152656,0.19647850015948112,0.12333781172142422,0.13405358546440882,0.1336846928962978
